PARAMETER_CODE,DMR_PARAMETER_DESC,POLLUTANT_CODE,PARENT_CATEGORY,SUB_CATEGORY,TOXICS_PARAMETER_DESC_MATCHED,ESMR_PARAMETER_DESC
TMM3C,LC10 Statre 48Hr Acute D. Magna,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TMN3B,LC10 Statre 96Hr Acuceriodaphnia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TMN3E,LC10 Statre 96Hr Acumysid. Bahia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TMN6B,LC10 Statre 96Hr Acumenidia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TMN6C,LC10 Statre 96Hr Acute Pimephales,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TNA3C,LC20 Static 48Hr Acute Ceriodaphnia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TNA3E,LC20 Static 48Hr Acute Mysid. Bahia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TNB1A,LC20 96Hr Acute Selen. Capr.,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TNB1B,LC20 96Hr Acute L. Minor,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TNB3B,LC20 Static 96Hr Acute Ceriodaphnia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TNB3E,LC20 Static 96Hr Acute Mysid. Bahia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TNB6B,LC20 Static 96Hr Acute Menidia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TNB6C,LC20 Static 96Hr Acute Pimephales,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TNB6H,LC20 Static 96Hr Acute Cyprinella Leedsi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TNC1A,LC20 4Day Chronic Selen. Capr.,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TNC1B,LC20 4Day Chr. L. Minor,4677,Uncategorized,Uncategorized,,No Match (unconfirmed)
TNE1A,LC20 1Hr Chronic Selen. Capr.,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TNE1B,LC20 1Hr Chronic L. Minor,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TNF1A,"LC20 48Hr Chr, 5-7 Day Rec. Selen. Capr.",4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TNF1B,"LC20 48Hr Chr, 5-7 Day Rec. L. Minor",4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TNG1A,LC20 1Hr Fert. Test Chronic Selen Capr.,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TNG1B,LC20 1Hr Fert. Test Chronic L. Minor,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TNN3B,LC20 Statre 96Hr Acute Ceriodaphnia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TNN3E,LC20 Statre 96Hr Acumysid Bahia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TNN6B,LC20 Statre 96Hr Acumenidia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TNN6C,LC20 Static Renewal 96Hr Acupimephales,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TNN6H,LC20 Statre 96Hr Acucyprinella Leedsi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TNP3C,LC20 Statre 7Day Chrceriodaphnia,4677,Uncategorized,Uncategorized,,No Match (unconfirmed)
TNP3E,LC20 Statre 7Day Chrmysid. Bahia,4677,Uncategorized,Uncategorized,,No Match (unconfirmed)
TOM3C,NOEC Lethal Static Renewal 48HR Acute Daphnia magna,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TOM3D,NOEC Lethal Static Renewal 48HR Acute Daphnia pulex,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TOM3E,NOEC Lethal Static Renewal 48HR Acute Americamysis bahia,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TOM6A,NOEC Lethal Static Renewal 48HR Acute Cyprinodeon variegatus,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TOM6B,NOEC Lethal Static Renewal 48HR Acute Menidia menidia,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TOM6C,NOEC Lethal Static Renewal 48HR Acute Pimephales promelas,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TOP3B,NOEC Lethal Static Renewal 7 Day Chronic Ceriodaphnia dubia,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TOP3E,NOEC Lethal Static Renewal 7 Day Chronic Americamysis bahia,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
61189,"Carbosulfan, total",11043,Uncategorized,Uncategorized,,No Match (unconfirmed)
61194,"Halogen, total residual",11377,Uncategorized,Uncategorized,,No Match (unconfirmed)
61209,Perchlorate [ClO4],3215,Toxic Organics,Toxic Organics,,Perchlorate
61210,"Fats, oils & grease [total o & g less TPH]",12427,Other,Fuel,,No Match (unconfirmed)
61211,Enterococci,11237,Pathogens,Pathogens,,Enterococci
61216,Time of bromine addition,12411,Uncategorized,Uncategorized,,No Match (unconfirmed)
61217,Time of ferrous sulfate addition,12412,Solids,Dissolved Solids,,No Match (unconfirmed)
61224,Diazoxon,12058,Uncategorized,Uncategorized,,No Match (unconfirmed)
61230,Cryptosporidium,1274,Uncategorized,Uncategorized,,No Match (unconfirmed)
61237,"Chlorinated hydrocarbons, total",10306,Inorganics,Disinfectants,,No Match (unconfirmed)
61400,Bioassay [24 hr.],10974,Uncategorized,Uncategorized,,No Match (unconfirmed)
61401,Bioassay [48 hr.],10975,Uncategorized,Uncategorized,,No Match (unconfirmed)
61402,Bioassay [96 hr.],10976,Uncategorized,Uncategorized,,No Match (unconfirmed)
61406,"Toxicity, final conc toxicity units",12437,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
61425,"Toxicity [acute], Ceriodaphnia dubia",4245,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
61426,"Toxicity [chronic], Ceriodaphnia dubia",4245,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
61427,"Toxicity [acute], Pimephales promelas [Fathead Minnow]",4245,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
61428,"Toxicity [chronic], Pimephales promelas [Fathead Minnow]",4245,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
61453,"Biological diversity, Shannon-Weaver index",10978,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
61491,"Lindane, dry weight",10228,Uncategorized,Uncategorized,,No Match (unconfirmed)
61503,"Lead, sludge solid",6562,Metals,Lead,,No Match (unconfirmed)
61504,"Lead, sludge total",6562,Metals,Lead,,No Match (unconfirmed)
61506,"Copper, sludge solid",1165,Metals,Copper,,No Match (unconfirmed)
61507,"Copper, sludge total",1165,Metals,Copper,,No Match (unconfirmed)
61509,"Zinc, sludge solid",6352,Metals,Zinc,,No Match (unconfirmed)
61510,"Zinc, sludge total",6352,Metals,Zinc,,No Match (unconfirmed)
61512,"Chromium, sludge solid",1012,Metals,Chromium,,No Match (unconfirmed)
61513,"Chromium, sludge total",1012,Metals,Chromium,,No Match (unconfirmed)
61515,"Nickel, sludge solid",2741,Metals,Nickel,,No Match (unconfirmed)
61516,"Nickel, sludge total",2741,Metals,Nickel,,No Match (unconfirmed)
61518,"Selenium, sludge solid",3666,Metals,Selenium,,No Match (unconfirmed)
61521,"Arsenic, sludge tot. dry wt [as As]",467,Metals,Arsenic,,No Match (unconfirmed)
61524,"Beryllium, sludge, tot. dry wt [as Be]",4915,Metals,Beryllium,,No Match (unconfirmed)
61527,"Cadmium, sludge solid",776,Metals,Cadmium,,No Match (unconfirmed)
61528,"Cadmium, sludge total",776,Metals,Cadmium,,No Match (unconfirmed)
61533,Nitrogen sludge solid,2817,Nutrients,Nitrogen,,No Match (unconfirmed)
61534,Nitrogen sludge total,2817,Nutrients,Nitrogen,,No Match (unconfirmed)
61536,"Nitrogen, ammonia, sludge solid",375,Nutrients,Nitrogen,,No Match (unconfirmed)
61539,Nitrogen [as NO3] sludge solid,5713,Nutrients,Nitrogen,,No Match (unconfirmed)
61553,"Solids, total, sludge, percent",12259,Solids,Suspended Solids,,No Match (unconfirmed)
61556,"Cyanide, sludge solid",5123,Inorganics,Toxic Inorganics,,No Match (unconfirmed)
61565,"Phenolic compounds, sludge total, dry weight",10397,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
61574,Ammonia [as N] + unionized ammonia,375,Nutrients,Nitrogen,,No Match (unconfirmed)
61575,Net rate of additionof heat,11881,Uncategorized,Uncategorized,,No Match (unconfirmed)
61576,Temp. diff. between intake and discharge,12371,Temperature,Temperature,,No Match (unconfirmed)
61577,Temp. diff. between intake and discharge,12371,Temperature,Temperature,,No Match (unconfirmed)
61579,Orthene,10399,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
61730,Inorganic suspended solids,12297,Solids,Suspended Solids,,No Match (unconfirmed)
61736,"Turbidity, time above limit",12454,Color and Turbidity,Turbidity,,Turbidity
61916,"1,3-Diaminourea",11060,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
61938,Ultraviolet light dosage,12456,Nutrients,Dissolved Oxygen,,No Match (unconfirmed)
61941,"pH, maximum",12530,pH,pH,,No Match (unconfirmed)
61942,"pH, minimum",12531,pH,pH,,No Match (unconfirmed)
70002,Phenylpropanolamine,10944,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
70003,Acetaminophen,10778,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
70004,Phenyltoloxamine,11243,Uncategorized,Uncategorized,,No Match (unconfirmed)
70005,Chloroxazone,10709,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
70006,Chlorpheniramine,10738,Uncategorized,Uncategorized,,No Match (unconfirmed)
70007,Methocarbamol,10641,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
70008,Ephedrine sulfate,10945,Solids,Dissolved Solids,,No Match (unconfirmed)
70009,Bromochloromethane,11659,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
70010,Dichlorofluoromethane,11667,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
70011,Isodecyl diphenyl phosphate,12060,Nutrients,Phosphorus,,No Match (unconfirmed)
70012,4-Chloro-3-methylphenol,12036,Toxic Organics,Toxic Organics,,4-Chloro-3-methylphenol
70013,"Temp. difference, summer [deg. F]",12375,Temperature,Temperature,,No Match (unconfirmed)
70014,"Temp. difference, winter [deg. F]",12376,Temperature,Temperature,,No Match (unconfirmed)
70015,"Freon, total",11095,Uncategorized,Uncategorized,,No Match (unconfirmed)
70017,Hexachloropentadiene,10662,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
70018,Isoxsuprine,10947,Uncategorized,Uncategorized,,No Match (unconfirmed)
70019,Hydroxyzine,11278,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
70022,"1,2,4-Trichlorobenzene, total",10130,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
70023,Chromium hexavalent [as Cr],10214,Metals,Chromium,,No Match (unconfirmed)
70024,"Solids, large fraction, suspended",12237,Solids,Suspended Solids,,No Match (unconfirmed)
70025,"Solids, small fraction, suspended",12239,Solids,Suspended Solids,,No Match (unconfirmed)
70026,"BOD, 5-day, total",10178,Organics,COD,,No Match (unconfirmed)
70027,"COD, 25N K2Cr207, tot",11074,Organics,COD,,No Match (unconfirmed)
70028,"Chromium, total [as Cr]",1012,Metals,Chromium,,No Match (unconfirmed)
70029,"Phenolic compounds, total",10397,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
70030,"Oil & grease, total recoverable",10364,Other,Fuel,,No Match (unconfirmed)
70031,"Solids, total suspended",10486,Solids,Suspended Solids,,No Match (unconfirmed)
70226,Current direction deg from true north,11119,Uncategorized,Uncategorized,,No Match (unconfirmed)
TDM6C,Noael Statre 48Hr Acute Pimephales,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDN1A,Noael Statre 96Hr Acute Selen. Capr.,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDN1B,Noael Statre 96Hr Acute L. Minor,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDN1C,Noael Statre 96Hr Acu. Champia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDN3A,Noael Statre 96Hr Acute Arbacia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDN3B,Noael Statre 96Hr Acute Ceriodaphnia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDN3C,Noael Statre 96Hr Acute D. Magna,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDN3D,Noael Statre 96Hr Acute D. Pulex,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDN3E,Noael Statre 96Hr Acute Mysid. Bahia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDN6A,Noael Statre 96Hr Acute Cyprinodon,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDN6B,Noael Statre 96Hr Acute Menidia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDN6C,Noael Statre 96Hr Acute Pimephales,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDN6E,Noael Statre 96Hr Acute Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDO1A,Noael Statre 4Day Chronic Selen. Capr.,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDO1B,Noael Statre 4Day Chronic L. Minor,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDO1C,Noael Statre 4Day Chronic Champia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDO3A,Noael Statre 4Day Chronic Arbacia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDO3B,Noael Statre 4Day Chronic Ceriodaphnia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDO3C,Noael Statre 4Day Chronic D. Magna,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDO3D,Noael Statre 4Day Chronic D. Pulex,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDO3E,Noael Statre 4Day Chronic Mysid. Bahia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDO6A,Noael Statre 4Day Chronic Cyprinodon,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDO6B,Noael Statre 4Day Chronic Menidia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDO6C,Noael Statre 4Day Chronic Pimephales,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDO6E,Noael Statre 4Day Chronic Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDP1A,Noael Statre 7Day Chronic Selen. Capr.,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDP1B,Noael Statre 7Day Chronic L. Minor,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDP1C,Noael Statre 7Day Chronic Champia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDP3A,Noael Statre 7Day Chronic Arbacia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDP3B,Noael Statre 7Day Chronic Ceriodaphnia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDP3C,Noael Statre 7Day Chronic D. Magna,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDP3D,Noael Statre 7Day Chronic D. Pulex,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDP3E,Noael Statre 7Day Chronic Mysid. Bahia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDP6A,Noael Statre 7Day Chronic Cyprinodon,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDP6B,Noael Statre 7Day Chronic Menidia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDP6C,Noael Statre 7Day Chronic Pimephales,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDP6E,Noael Statre 7Day Chronic Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDW6E,Noael Flth 48Hr Acute Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDX6E,Noael Flth 96Hr Acute Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDY6E,Noael Flth 4Day Chronic Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TDZ6E,Noael Flth 7Day Chronic Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TEA6E,Low Flow Pass/Fail Static 48Hr Acute Lepomis Macrochirus,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TEB6E,LF Pass/Fail Static 96Hr Acute Lepomis Macrochirus,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TEC6E,LF Pass/Fail Static 4Day Chronic Lepomis Macrochirus,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TED6E,LF Pass/Fail Static 7Day Chronic Lepomis Macrochirus,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TEE3D,Low Flow Pass/Fail Static 1Hr Chronic Daphnia pulex,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TEE6C,Low Flow Pass/Fail Static 1Hr Chronic Pimephales promelas,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TEE6E,Low Flow Pass/Fail Static 1 Hr Chronic Lepomis macrochirus,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TEI3B,Low Flow Pass/Fail Static 24Hr Acute Ceriodaphnia Dubia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TEI3E,LF Pass/Fail Statre 7Day Chronic Mysid. Bahia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TEI6A,LF Pass/Fail Statre 7Day Chronic Cyprinodon,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TEI6C,LF Pass/Fail Statre 7Day Chronic Pimephales,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TEM3C,LF Pass/Fail Statre 48Hr Acute Daphnia Magna,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TEM3D,Low Flow Pass/Fail Static Renewal 48Hr Acute Daphnia pulex,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TEM3E,LF Pass/Fail Statre 48Hr Acute Mysidopis Bahia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TEM6A,LF Pass/Fail Statre 48Hr Acute Cyprinodon Variega,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TEM6B,Low Flow Pass/Fail Static Renewal 48Hr Acute Menidia menidia,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TEM6C,LF Pass/Fail Statre 48Hr Acute Pimephales Promela,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TEM6E,Low Flow Pass/Fail Static Renewal 48Hr Acute Lepomis Macrochirus,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TEN6E,LF Pass/Fail Statre 96Hr Acute Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TEO3E,LF Pass/Fail Statre 7Day Chronic Mysidopsis Bahia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TEO6A,LF Pass/Fail Statre 7Day Chronic Cyprinodon Variega,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TEO6E,LF Pass/Fail Statre 4Day Chronic Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TEP3B,Low Flow Pass/Fail Static Renewal 7Day Chronic Ceriodaphnia Dubia,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TEP6C,LF Pass/Fail Statre 7Day Chronic Pimephales,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TEP6E,LF Pass/Fail Statre 7Day Chronic Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TEW6E,LF Pass/Fail Flth 48Hr Acute Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TEX6E,LF Pass/Fail Flth 96Hr Acute Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
78938,Isopropylidine dioxyphenol,10659,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TFM3C,HLF Pass/Fail Statre 48Hr Acute Daphnia Magna,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TFM3D,HLF Pass/Fail Statre 48Hr Acute Daphnia Pulex,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TFM3E,HLF Pass/Fail Statre 48Hr Acute Mysidopis Bahia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TFM6A,HLF Pass/Fail Statre 48Hr Acute Cyprinodon Varie,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TFM6C,HLF Pass/Fail Statre 48Hr Acute Pimephales Prome,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TFM6E,Half Low Flow Pass/Fail Static Renewal 48Hr Acute Lepomis Macrochirus,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TFN6E,HLF Pass/Fail Statre 96Hr Acute Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TFO3E,HLF Pass/Fail Statre 7Day Chronic Mysidopsis Bahia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TFO6A,HLF Pass/Fail Statre 7Day Chronic Cyprinodon Varie,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TFO6E,HLF Pass/Fail Statre 4Day Chronic Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TFP3B,HLF Pass/Fail Statre 7Day Chronic Ceriodaphnia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TFP6C,HLF Pass/Fail Statre 7Day Chronic Pimephales,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TFP6E,HLF Pass/Fail Statre 7Day Chronic Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TFW6E,HLF Pass/Fail Flth 48Hr Acute Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TFX6E,HLF Pass/Fail Flth 96Hr Acute Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TFY6E,HLF Pass/Fail Flth 4Day Chronic Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TFZ6E,HLF Pass/Fail Flth 7Day Chronic Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TGA3B,Pass/Fail Static 48Hr Acute Ceriodaphnia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TGA3D,Pass/Fail Static 48Hr Acute D. Pulex,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TGA3E,Pass/Fail Static 48Hr Acute Mysidopsis Bahia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TGA3X,Pass/Fail Static 48Hr Acute D. Ambigua,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TGA6B,Pass/Fail Static 48Hr Acute Menidia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TGA6C,Pass/Fail Static 48Hr Acute Pimephales,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TGA6E,Pass/Fail Static 48Hr Acute Lepomis Macrochirus,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TGA6H,Pass/Fail Static 48Hr Acute Cyprinella Leedsi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TGB3B,Pass/Fail Static 96Hr Acute Ceriodaphnia Dubia,4677,Aquatic Toxicity,Aquatic Toxicity,,Acute Toxicity-C.dubia-survival
TGB6A,Pass/Fail Static 96 Hr Acute Cyprinodon Variega,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TGB6C,Pass/Fail Static 96 Hr Acute Pimephales Promelas,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (confirmed)
TGB6E,Pass/Fail Static 96Hr Acute Lepomis Macrochirus,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TGC3D,Pass/Fail Static 4 Day Chronic Daphnia Pulex,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TGC3E,Pass/Fail Static 4 Day Chronic Mysidopsis Bahia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TGC6A,Pass/Fail Static 4 Day Chronic Cyprinodon Variega,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TGC6C,Pass/Fail Static 4 Day Chronic Pimephales Promelas,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TGC6E,Pass/Fail Static 4 Day Chronic Lepomis macrochirus,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TGD6E,Pass/Fail Static 7Day Chronic Lepomis Macrochirus,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TGE3D,Pass/Fail Static 24Hr Acute Daphnia Pulex,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TGE3E,Pass/Fail Static 24Hr Acute Mysid. Bahia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TGE6A,Pass/Fail Static 1Hr Chronic Cyprinodon variegatus,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TGE6C,Pass/Fail Static 24Hr Acute Pimephales,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TGE6E,Pass/Fail Static 1Hr Chronic Lepomis macrochirus,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TGM3B,Pass/Fail Statre 48Hr Acute Ceriodaphnia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
