GLOBAL ID,REPORTING YEAR,FACILITY PLACE ID,SITE NAME,SITE TYPE,LEAD AGENCY,FAC PRODUCE REC WATER,SOLELY REC TREAT,FACILITY TYPE,SUBMIT DATE,LATITUDE,LONGITUDE
WDR100027112,2021,210854,Burney STP,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5R),N,NaN,WWTP,4/11/2022,40.903303,-121.642831
WDR100027112,2022,210854,Burney STP,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5R),N,NaN,WWTP,4/28/2023,40.903303,-121.642831
WDR100035292,2019,252613,Richardson Springs CSD,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5R),N,NaN,WWTP,4/28/2020,39.828303,-121.822063
WDR100035292,2020,252613,Richardson Springs CSD,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5R),N,NaN,WWTP,4/6/2021,39.828303,-121.822063
WDR100035292,2022,252613,Richardson Springs CSD,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5R),N,NaN,WWTP,4/29/2023,39.828303,-121.822063
WDR100011310,2019,260486,Jose Flores WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,4/27/2020,34.276133,-119.146775
WDR100011310,2021,260486,Jose Flores WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,4/18/2022,34.276133,-119.146775
WDR100011310,2020,260486,Jose Flores WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,3/15/2021,34.276133,-119.146775
WDR100011310,2022,260486,Jose Flores WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,WWTP,3/15/2023,34.276133,-119.146775
WDR100037350,2019,269588,USMC MWTC Coleville Housing WWTF,* WDR Site,LAHONTAN RWQCB (REGION 6T),N,NaN,WWTP,7/1/2020,38.5895582,-119.5177236
WDR100037350,2020,269588,USMC MWTC Coleville Housing WWTF,* WDR Site,LAHONTAN RWQCB (REGION 6T),N,NaN,WWTP,5/4/2021,38.5895582,-119.5177236
WDR100037350,2021,269588,USMC MWTC Coleville Housing WWTF,* WDR Site,LAHONTAN RWQCB (REGION 6T),N,NaN,WWTP,2/24/2022,38.5895582,-119.5177236
WDR100037350,2022,269588,USMC MWTC Coleville Housing WWTF,* WDR Site,LAHONTAN RWQCB (REGION 6T),N,NaN,WWTP,3/16/2023,38.5895582,-119.5177236
WDR100028714,2019,215677,North Fresno WWRF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),Y,N,WWTP RW,3/24/2020,36.89566,-119.7526
WDR100028714,2020,215677,North Fresno WWRF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),Y,N,WWTP RW,3/30/2021,36.89566,-119.7526
WDR100028714,2021,215677,North Fresno WWRF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),Y,N,WWTP RW,2/14/2022,36.89566,-119.7526
WDR100028714,2022,215677,North Fresno WWRF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),Y,N,WWTP RW,2/8/2023,36.89566,-119.7526
WDR100037274,2019,759028,SCICON WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,WWTP,7/24/2020,36.18669,-118.79688
WDR100037274,2020,759028,SCICON WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,WWTP,5/10/2021,36.18669,-118.79688
WDR100037274,2021,759028,SCICON WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,WWTP,4/25/2022,36.18669,-118.79688
WDR100037274,2022,759028,SCICON WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,WWTP,5/11/2023,36.18669,-118.79688
WDR100026784,2019,747519,Atwater Regional WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,WWTP,3/23/2020,37.276,-120.63126
WDR100026784,2020,747519,Atwater Regional WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,WWTP,3/4/2021,37.276,-120.63126
WDR100026784,2021,747519,Atwater Regional WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,WWTP,2/7/2022,37.276,-120.63126
WDR100026784,2022,747519,Atwater Regional WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,WWTP,1/25/2023,37.276,-120.63126
WDR100036091,2019,271915,Weaverville SD WWTP,* WDR Site,NORTH COAST RWQCB (REGION 1),N,NaN,WWTP,7/14/2020,40.71636,-122.93475
WDR100036091,2020,271915,Weaverville SD WWTP,* WDR Site,NORTH COAST RWQCB (REGION 1),N,NaN,WWTP,1/20/2021,40.71636,-122.93475
WDR100036091,2021,271915,Weaverville SD WWTP,* WDR Site,NORTH COAST RWQCB (REGION 1),N,NaN,WWTP,1/10/2022,40.71636,-122.93475
WDR100036091,2022,271915,Weaverville SD WWTP,* WDR Site,NORTH COAST RWQCB (REGION 1),N,NaN,WWTP,1/25/2023,40.71636,-122.93475
WDR100036199,2019,259198,Western Water Recycling Facility,* WDR Site,SANTA ANA RWQCB (REGION 8),Y,N,WWTP RW,6/22/2020,33.90358,-117.25224
WDR100036199,2020,259198,Western Water Recycling Facility,* WDR Site,SANTA ANA RWQCB (REGION 8),Y,N,WWTP RW,4/29/2021,33.90358,-117.25224
WDR100036199,2021,259198,Western Water Recycling Facility,* WDR Site,SANTA ANA RWQCB (REGION 8),Y,N,WWTP RW,4/28/2022,33.90358,-117.25224
WDR100036199,2022,259198,Western Water Recycling Facility,* WDR Site,SANTA ANA RWQCB (REGION 8),Y,N,WWTP RW,4/27/2023,33.90358,-117.25224
WDR100026933,2019,774666,Anaheim Water Recycling Demonstration Project,* WDR Site,SANTA ANA RWQCB (REGION 8),Y,N,WWTP RW,4/2/2020,33.83468,-117.91248
WDR100026933,2020,774666,Anaheim Water Recycling Demonstration Project,* WDR Site,SANTA ANA RWQCB (REGION 8),Y,N,WWTP RW,3/19/2021,33.83468,-117.91248
WDR100026933,2021,774666,Anaheim Water Recycling Demonstration Project,* WDR Site,SANTA ANA RWQCB (REGION 8),Y,N,WWTP RW,3/15/2022,33.83468,-117.91248
WDR100026933,2022,774666,Anaheim Water Recycling Demonstration Project,* WDR Site,SANTA ANA RWQCB (REGION 8),Y,N,WWTP RW,4/18/2023,33.83468,-117.91248
WDR100034963,2019,273188,Sierra High School WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,WWTP,9/4/2020,37.03762,-119.45378
WDR100034963,2021,273188,Sierra High School WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,WWTP,1/18/2022,37.03762,-119.45378
WDR100034963,2020,273188,Sierra High School WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,WWTP,4/26/2021,37.03762,-119.45378
WDR100034963,2022,273188,Sierra High School WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,WWTP,1/24/2023,37.03762,-119.45378
WDR100030350,2020,273175,Laton WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,WWTP,7/14/2021,36.43476,-119.68459
WDR100030350,2019,273175,Laton WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,WWTP,7/18/2021,36.43476,-119.68459
WDR100030350,2021,273175,Laton WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,WWTP,4/29/2022,36.43476,-119.68459
WDR100030350,2022,273175,Laton WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,WWTP,3/13/2023,36.43476,-119.68459
WDR100036126,2019,273197,Woodville WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,WWTP,6/29/2020,36.08372,-119.21095
WDR100036126,2021,273197,Woodville WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,WWTP,4/6/2023,36.08372,-119.21095
WDR100036126,2020,273197,Woodville WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,WWTP,4/7/2021,36.08372,-119.21095
WDR100036126,2022,273197,Woodville WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,WWTP,8/14/2023,36.08372,-119.21095
WDR100029004,2019,273113,Farmersville WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,WWTP,8/17/2020,36.29773,-119.20678
WDR100029004,2020,273113,Farmersville WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,WWTP,4/30/2021,36.29773,-119.20678
WDR100029004,2021,273113,Farmersville WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,WWTP,1/13/2022,36.29773,-119.20678
WDR100029004,2022,273113,Farmersville WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,WWTP,4/18/2023,36.29773,-119.20678
WDR100033151,2019,256551,Shafter Airport WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,WWTP,4/24/2020,35.50121,-119.18308
WDR100033151,2020,256551,Shafter Airport WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,WWTP,5/17/2021,35.50121,-119.18308
WDR100033151,2021,256551,Shafter Airport WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,WWTP,3/17/2022,35.50121,-119.18308
WDR100033151,2022,256551,Shafter Airport WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,WWTP,6/7/2023,35.50121,-119.18308
WDR100030085,2019,235021,King City Domestic WWTF,* WDR Site,CENTRAL COAST RWQCB (REGION 3),N,NaN,WWTP,7/20/2020,36.218,-121.15328
WDR100030085,2020,235021,King City Domestic WWTF,* WDR Site,CENTRAL COAST RWQCB (REGION 3),N,NaN,WWTP,2/18/2021,36.218,-121.15328
WDR100030085,2021,235021,King City Domestic WWTF,* WDR Site,CENTRAL COAST RWQCB (REGION 3),N,NaN,WWTP,4/18/2022,36.218,-121.15328
WDR100030085,2022,235021,King City Domestic WWTF,* WDR Site,CENTRAL COAST RWQCB (REGION 3),N,NaN,WWTP,4/28/2023,36.218,-121.15328
WDR100029289,2019,273106,Chowchilla WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,WWTP,3/19/2020,37.10552,-120.25674
WDR100029289,2020,273106,Chowchilla WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,WWTP,1/26/2021,37.10552,-120.25674
WDR100029289,2021,273106,Chowchilla WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,WWTP,2/16/2022,37.10552,-120.25674
WDR100029289,2022,273106,Chowchilla WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,WWTP,2/28/2023,37.10552,-120.25674
WDR100029670,2019,273108,Corcoran WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),Y,N,WWTP RW,7/29/2021,36.079556,-119.557722
WDR100029670,2020,273108,Corcoran WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),Y,N,WWTP RW,7/29/2021,36.079556,-119.557722
WDR100029670,2021,273108,Corcoran WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,WWTP,1/14/2022,36.079556,-119.557722
WDR100029670,2022,273108,Corcoran WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,WWTP,5/4/2023,36.079556,-119.557722
WDR100030946,2019,273142,Kern Sanitation Authority WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),Y,N,WWTP RW,4/6/2020,35.35213,-118.95876
WDR100030946,2020,273142,Kern Sanitation Authority WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),Y,N,WWTP RW,4/26/2021,35.35213,-118.95876
WDR100030946,2021,273142,Kern Sanitation Authority WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),Y,N,WWTP RW,1/21/2022,35.35213,-118.95876
WDR100030946,2022,273142,Kern Sanitation Authority WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),Y,N,WWTP RW,1/3/2023,35.35213,-118.95876
WDR100028709,2019,201081,Fresno Cnty #44-D Monte Verdi Estates WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,WWTP,6/12/2020,36.91515,-119.72893
WDR100028709,2021,201081,Fresno Cnty #44-D Monte Verdi Estates WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,WWTP,4/21/2022,36.91515,-119.72893
WDR100028709,2020,201081,Fresno Cnty #44-D Monte Verdi Estates WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,WWTP,4/29/2021,36.91515,-119.72893
WDR100028709,2022,201081,Fresno Cnty #44-D Monte Verdi Estates WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,WWTP,4/27/2023,36.91515,-119.72893
WDR100035458,2019,260176,San Luis Hills WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),Y,N,WWTP RW,6/23/2020,37.055327,-121.012368
WDR100035458,2020,260176,San Luis Hills WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),Y,N,WWTP RW,4/29/2021,37.055327,-121.012368
WDR100035458,2021,260176,San Luis Hills WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),Y,N,WWTP RW,4/20/2022,37.055327,-121.012368
WDR100035458,2022,260176,San Luis Hills WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),Y,N,WWTP RW,4/5/2023,37.055327,-121.012368
WDR100029926,2019,236772,Lebec SRRA (Tejon Pass),* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,WWTP,7/23/2020,34.8658,-118.88346
WDR100029926,2021,236772,Lebec SRRA (Tejon Pass),* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,WWTP,1/10/2022,34.8658,-118.88346
