"CWNS_ID","FACILITY_ID","STATE_CODE","HUC","WATERSHED_NAME","WATERSHED_PRIMARY_FLAG"
"06000000119",3608134,"CA","18040002","Middle San Joaquin-Lower Merced- Lower Stanislaus","Y"
"06000000118",3608104,"CA","18070103","Calleguas","Y"
"06000000225",3610792,"CA","18040013","Upper Cosumnes","Y"
"06000000206",3609689,"CA","18050004","San Francisco Bay","Y"
"06000000229",3611186,"CA","18090208","Mojave","Y"
"06009046001",1176084,"CA","18070304","San Diego","Y"
"06004009004",1175480,"CA","18070106","San Gabriel","Y"
"06008015001",1175965,"CA","18070203","Santa Ana","Y"
"06007014001",1175922,"CA","18100204","Salton Sea","Y"
"06007029001",1175936,"CA","18100201","Whitewater River","Y"
"06029031001",402846,"CA","18070304","San Diego","Y"
"06005257001",1175740,"CA","18020159","Honcut Creek-Lower Feather River","Y"
"06000000305",3612766,"CA","18020121","North Fork Feather","Y"
"06000000260",3611384,"CA","18020126","Upper Bear",""
"06000000246",3611370,"CA","18020162","Putah Creek",""
"06008044001",1175998,"CA","18070201","Seal Beach","Y"
"06006008001",1175861,"CA","16050102","Truckee","Y"
"06008033001",1175988,"CA","18070204","Newport Bay","Y"
"06002018001",1175277,"CA","18050004","San Francisco Bay","Y"
"06008010005",3486593,"CA","18070203","Santa Ana","Y"
"06004009006",1175482,"CA","18070201","Seal Beach","Y"
"06005649001",1175839,"CA","18020111","Lower American","Y"
"06002008001",1175269,"CA","18050004","San Francisco Bay","Y"
"06002033001",1175290,"CA","18050002","San Pablo Bay","Y"
"06002158001",3484151,"CA","18050004","San Francisco Bay","Y"
"06002082001",1175340,"CA","18050001","Suisun Bay","Y"
"06009019001",1176050,"CA","18070301","Aliso-San Onofre","Y"
"06009009001",1176040,"CA","18070303","San Luis Rey-Escondido","Y"
"06008010008",410633,"CA","18070203","Santa Ana","Y"
"06009008001",1176039,"CA","18070304","San Diego","Y"
"06002052001",1175310,"CA","18050004","San Francisco Bay","Y"
"06005060004",1175582,"CA","18020116","Upper Cache","Y"
"06002038001",1175296,"CA","18050001","Suisun Bay","Y"
"06000000099",3607878,"CA","18040003","San Joaquin Delta","Y"
"06000000124",3608283,"CA","18070302","Santa Margarita","Y"
"06002024001",1175282,"CA","18050001","Suisun Bay","Y"
"06000000184",3609284,"CA","18070106","San Gabriel","Y"
"06000000163",3609024,"CA","18050004","San Francisco Bay","Y"
"06000000127",3608300,"CA","18070104","Santa Monica Bay","Y"
"06000000140",3608711,"CA","18030012","Tulare-Buena Vista Lakes","Y"
"06000000148",3608849,"CA","18050004","San Francisco Bay","Y"
"06004007001",1175462,"CA","18070103","Calleguas","Y"
"06000000096",3607867,"CA","18070106","San Gabriel","Y"
"06000000128",3608301,"CA","18050002","San Pablo Bay","Y"
"06000000112",3608022,"CA","18090206","Antelope-Fremont Valleys","Y"
"06000000159",3609003,"CA","18020161","Auburn Ravine-Coon Creek",""
"06000000159",3609003,"CA","15030107","Lower Colorado",""
"06000000159",3609003,"CA","18030009","Upper Dry",""
"06000000159",3609003,"CA","18030006","Upper Tule",""
"06000000159",3609003,"CA","18020155","Paynes Creek-Sacramento River",""
"06000000159",3609003,"CA","18060010","Santa Ynez",""
"06000000159",3609003,"CA","18010109","Gualala-Salmon",""
"06000000159",3609003,"CA","18030004","Upper Poso",""
"06000000159",3609003,"CA","18020123","Middle Fork Feather",""
"06000000159",3609003,"CA","16040203","Smoke Creek Desert",""
"06000000159",3609003,"CA","18100100","Southern Mojave",""
"06000000159",3609003,"CA","17100309","Applegate",""
"06000000159",3609003,"CA","18090203","Death Valley-Lower Amargosa",""
"06000000159",3609003,"CA","18010104","Middle Fork Eel",""
"06000000159",3609003,"CA","18080001","Surprise Valley",""
"06000000159",3609003,"CA","18070303","San Luis Rey-Escondido",""
"06000000159",3609003,"CA","18070107","San Pedro Channel Islands",""
"06000000159",3609003,"CA","18020153","Cottonwood Creek",""
"06000000159",3609003,"CA","18050004","San Francisco Bay",""
"06000000159",3609003,"CA","18050006","San Francisco Coastal South",""
"06000000159",3609003,"CA","18040009","Upper Tuolumne",""
"06000000146",3608836,"CA","18050004","San Francisco Bay","Y"
"06003049001",1175417,"CA","18060008","Santa Maria","Y"
"06000000134",3608500,"CA","18010110","Russian","Y"
"06000000166",3609120,"CA","18070304","San Diego","Y"
"06000000130",3608420,"CA","18050004","San Francisco Bay","Y"
"06005283001",3106372,"CA","18020162","Putah Creek","Y"
"06025053001",3154588,"CA","18030009","Upper Dry","Y"
"06008047001",1176001,"CA","18070203","Santa Ana","Y"
"06001082001",1175233,"CA","18010110","Russian","Y"
"06002057001",1175314,"CA","18050002","San Pablo Bay","Y"
"06004009008",1175484,"CA","18070102","Santa Clara","Y"
"06008004001",1175948,"CA","18070203","Santa Ana","Y"
"06005244001",1175730,"CA","18030007","Upper Kaweah","Y"
"06000000081",3607551,"CA","18100201","Whitewater River","Y"
"06000000075",3607083,"CA","18070301","Aliso-San Onofre","Y"
"06001008001",1175175,"CA","18010105","Lower Eel","Y"
"06008010009",410658,"CA","18070203","Santa Ana","Y"
"06009031004",1176069,"CA","18070305","Cottonwood-Tijuana","Y"
"06003058001",1175426,"CA","18060006","Central Coastal","Y"
"06000000247",3611371,"CA","16040203","Smoke Creek Desert","Y"
"06000000285",3611409,"CA","18070101","Ventura",""
"06000000239",3611363,"CA","18040001","Middle San Joaquin-Lower Chowchilal",""
"06000000239",3611363,"CA","18030012","Tulare-Buena Vista Lakes",""
"06000000239",3611363,"CA","18030010","Upper King",""
"06000000240",3611364,"CA","18010104","Middle Fork Eel",""
"06000000281",3611405,"CA","18020154","Battle Creek-Sacramento River",""
"06000000282",3611406,"CA","18010212","South Fork Trinity",""
"06000000269",3611393,"CA","18060003","Carrizo Plain",""
"06000000251",3611375,"CA","18040008","Upper Merced",""
"06000000259",3611383,"CA","18070201","Seal Beach",""
"06000000276",3611400,"CA","18010204","Lost",""
"06000000276",3611400,"CA","17100309","Applegate",""
"06005155001",1175673,"CA","18030003","Middle Kern-Upper Tehachapi-Grapevine","Y"
"06005022001",1175543,"CA","18030007","Upper Kaweah","Y"
"06000000243",3611367,"CA","18090203","Death Valley-Lower Amargosa",""
"06000000250",3611374,"CA","18050002","San Pablo Bay","Y"
"06000000265",3611389,"CA","15030104","Imperial Reservoir",""
"06000000265",3611389,"CA","18100201","Whitewater River",""
"06000000273",3611397,"CA","18060015","",""
"06000000273",3611397,"CA","18060002","Pajaro","Y"
"06000000291",3611608,"CA","18050003","Coyote","Y"
"06000000231",3611355,"CA","16050201","Upper Carson","Y"
"06000000286",3611410,"CA","18020161","Auburn Ravine-Coon Creek",""
"06000000261",3611385,"CA","18020123","Middle Fork Feather",""
"06000000278",3611402,"CA","18010109","Gualala-Salmon",""
"06000000278",3611402,"CA","18050005","Tomales-Drake Bays",""
"06000000241",3611365,"CA","18010105","Lower Eel",""
"06000000272",3611396,"CA","18050004","San Francisco Bay",""
"06000000277",3611401,"CA","18050002","San Pablo Bay",""
"06000000280",3611404,"CA","18020104","Sacramento-Stone Corral",""
"06000000236",3611360,"CA","18040003","San Joaquin Delta",""
"06000000236",3611360,"CA","18050002","San Pablo Bay",""
"06000000238",3611362,"CA","18040013","Upper Cosumnes",""
"06000000258",3611382,"CA","18020126","Upper Bear",""
"06000000299",3612632,"CA","18020156","Thomes Creek-Sacramento River",""
"06000000299",3612632,"CA","18020157","Big Chico Creek-Sacramento River",""
"06000000299",3612632,"CA","18050005","Tomales-Drake Bays",""
"06000000299",3612632,"CA","18070106","San Gabriel",""
"06000000299",3612632,"CA","18090101","Mono Lake",""
"06000000299",3612632,"CA","18040001","Middle San Joaquin-Lower Chowchilal",""
"06000000299",3612632,"CA","18010107","Mattole",""
"06000000299",3612632,"CA","18020162","Putah Creek",""
"06000000299",3612632,"CA","18070301","Aliso-San Onofre",""
"06000000299",3612632,"CA","18090102","Crowley Lake",""
"06000000299",3612632,"CA","16060010","Fish Lake-Soda Spring Valleys",""
"06000000299",3612632,"CA","18030005","Upper Deer-Upper White",""
"06000000299",3612632,"CA","18090103","Owens Lake",""
"06000000299",3612632,"CA","18070202","San Jacinto",""
"06000000299",3612632,"CA","18060005","Salinas",""
"06000000262",3611386,"CA","18070302","Santa Margarita",""
"06000000298",3612631,"CA","18010106","South Fork Eel",""
"06000000298",3612631,"CA","18020002","Upper Pit",""
"06000000298",3612631,"CA","18020125","Upper Yuba",""
"06000000298",3612631,"CA","18020004","McCloud",""
"06000000298",3612631,"CA","18090101","Mono Lake",""
"06000000298",3612631,"CA","18020111","Lower American",""
"06000000298",3612631,"CA","18020155","Paynes Creek-Sacramento River",""
"06000000298",3612631,"CA","18040001","Middle San Joaquin-Lower Chowchilal",""
"06000000298",3612631,"CA","18070104","Santa Monica Bay",""
"06000000298",3612631,"CA","16050101","Lake Tahoe",""
"06000000298",3612631,"CA","18070101","Ventura",""
"06000000298",3612631,"CA","18030005","Upper Deer-Upper White",""
"06000000298",3612631,"CA","18040008","Upper Merced",""
"06000000297",3612630,"CA","18030010","Upper King","Y"
"06000000297",3612630,"CA","18090203","Death Valley-Lower Amargosa",""
"06000000297",3612630,"CA","18010210","Salmon",""
"06000000297",3612630,"CA","18060006","Central Coastal",""
"06000000297",3612630,"CA","18020002","Upper Pit",""
"06000000297",3612630,"CA","18020163","Cache Slough-Sacramento River",""
"06000000297",3612630,"CA","18020156","Thomes Creek-Sacramento River",""
"06000000297",3612630,"CA","18070204","Newport Bay",""
"06000000297",3612630,"CA","18010205","Butte",""
"06000000297",3612630,"CA","18020157","Big Chico Creek-Sacramento River",""
"06000000297",3612630,"CA","18010105","Lower Eel",""
"06000000297",3612630,"CA","18060002","Pajaro",""
"06000000297",3612630,"CA","16060015","Ivanpah-Pahrump Valleys",""
"06000000297",3612630,"CA","17100312","Chetco",""
"06000000297",3612630,"CA","18060004","Estrella",""
"06000000297",3612630,"CA","18070203","Santa Ana",""
"06000000297",3612630,"CA","18060003","Carrizo Plain",""
"06000000297",3612630,"CA","18010204","Lost",""
"06000000297",3612630,"CA","18030005","Upper Deer-Upper White",""
"06000000297",3612630,"CA","18020154","Battle Creek-Sacramento River",""
"06000000297",3612630,"CA","18010102","Mad-Redwood",""
"06000000297",3612630,"CA","15030102","Piute Wash",""
"06003012001",1175381,"CA","18060015","",""
"06004010004",1175494,"CA","18070105","Los Angeles","Y"
"06008065001",1176011,"CA","18070106","San Gabriel","Y"
"06008023011",2944164,"CA","18070201","Seal Beach","Y"
"06008086001",3380875,"CA","18070203","Santa Ana","Y"
"06008011001",1175962,"CA","18070203","Santa Ana","Y"
"06004001001",1175456,"CA","18070105","Los Angeles","Y"
"06009026005",1176061,"CA","18070303","San Luis Rey-Escondido","Y"
"06004009007",1175483,"CA","18070102","Santa Clara","Y"
"06008068001",1176014,"CA","18070201","Seal Beach","Y"
"06005004001",1238814,"CA","18020163","Cache Slough-Sacramento River","Y"
"06002156001",1175366,"CA","18050002","San Pablo Bay","Y"
"06008006002",1175951,"CA","18070202","San Jacinto","Y"
"06005051001",1175570,"CA","18040001","Middle San Joaquin-Lower Chowchilal","Y"
"06009007001",1176038,"CA","18070304","San Diego","Y"
"06000000084",3607554,"CA","18100201","Whitewater River","Y"
"06002039001",1175297,"CA","18050004","San Francisco Bay","Y"
"06009035001",1176074,"CA","18070303","San Luis Rey-Escondido","Y"
"06008023002",2945322,"CA","18070203","Santa Ana","Y"
"06002026001",1175284,"CA","18050001","Suisun Bay","Y"
"06028009001",425890,"CA","18070203","Santa Ana","Y"
"06004014001",1175501,"CA","18070103","Calleguas","Y"
"06002032002",1175288,"CA","18050002","San Pablo Bay","Y"
"06008020003",3518636,"CA","18070203","Santa Ana","Y"
"06000000125",3608290,"CA","18070302","Santa Margarita","Y"
"06000000181",3609275,"CA","18090208","Mojave","Y"
"06006005001",1175858,"CA","18090208","Mojave","Y"
"06000000190",3609351,"CA","18060006","Central Coastal","Y"
"06000000246",3611370,"CA","18020116","Upper Cache","Y"
"06008002001",1175946,"CA","18070204","Newport Bay","Y"
"06007022001",1175930,"CA","18100204","Salton Sea","Y"
"06004009003",1175479,"CA","18070106","San Gabriel","Y"
"06000000230",3611330,"CA","18040003","San Joaquin Delta","Y"
"06000000283",3611407,"CA","18030007","Upper Kaweah","Y"
"06000000264",3611388,"CA","18060005","Salinas",""
"06005780001",1175851,"CA","18020002","Upper Pit","Y"
"06000000245",3611369,"CA","18030012","Tulare-Buena Vista Lakes","Y"
"06000000244",3611368,"CA","18030001","Upper Kern",""
"06000000267",3611391,"CA","18050006","San Francisco Coastal South",""
"06000000279",3611403,"CA","18040001","Middle San Joaquin-Lower Chowchilal",""
"06000000279",3611403,"CA","18040051","Rock Creek-French Camp Slough",""
"06007003001",1175910,"CA","18100201","Whitewater River","Y"
"06000000087",3607695,"CA","18050002","San Pablo Bay","Y"
"06000000120",3608161,"CA","18070304","San Diego","Y"
"06000000158",3608996,"CA","18060002","Pajaro","Y"
"06006007001",1175860,"CA","16050101","Lake Tahoe","Y"
"06000000159",3609003,"CA","18060006","Central Coastal",""
"06000000159",3609003,"CA","18020004","McCloud",""
"06000000159",3609003,"CA","16050102","Truckee",""
"06000000159",3609003,"CA","16050201","Upper Carson",""
"06000000159",3609003,"CA","16050301","East Walker",""
"06000000159",3609003,"CA","18050005","Tomales-Drake Bays",""
"06000000159",3609003,"CA","18020122","East Branch North Fork Feather",""
"06000000159",3609003,"CA","18070105","Los Angeles",""
"06000000159",3609003,"CA","18090101","Mono Lake",""
"06000000159",3609003,"CA","18040008","Upper Merced",""
"06000000159",3609003,"CA","18030012","Tulare-Buena Vista Lakes","Y"
"06000000159",3609003,"CA","18010209","Lower Klamath",""
"06000000198",3609566,"CA","18050004","San Francisco Bay","Y"
"06000000143",3608762,"CA","18090208","Mojave","Y"
"06000000129",3608381,"CA","18020163","Cache Slough-Sacramento River","Y"
"06002046001",1175306,"CA","18050004","San Francisco Bay","Y"
"06000000197",3609544,"CA","18050003","Coyote","Y"
"06000000094",3607861,"CA","18050004","San Francisco Bay","Y"
"06000000103",3607909,"CA","18070304","San Diego","Y"
"06008045001",1175999,"CA","18070106","San Gabriel","Y"
"06000000162",3609020,"CA","18070106","San Gabriel","Y"
"06000000220",3610610,"CA","18060006","Central Coastal","Y"
"06009043001",1176082,"CA","18070303","San Luis Rey-Escondido","Y"
"06001030001",1175198,"CA","18010110","Russian","Y"
"06022054001",3489911,"CA","18050002","San Pablo Bay","Y"
"06001026001",1175194,"CA","18010209","Lower Klamath","Y"
"06002053001",1175311,"CA","18050002","San Pablo Bay","Y"
"06008012001",1175963,"CA","18100201","Whitewater River","Y"
"06000000228",3611072,"CA","18030012","Tulare-Buena Vista Lakes","Y"
"06000000285",3611409,"CA","18060007","Cuyama",""
"06000000285",3611409,"CA","18070103","Calleguas",""
"06000000239",3611363,"CA","18040006","Upper San Joaquin",""
"06000000263",3611387,"CA","18040012","Upper Mokelumne",""
"06000000281",3611405,"CA","18020155","Paynes Creek-Sacramento River",""
"06000000282",3611406,"CA","18010102","Mad-Redwood",""
"06003053001",1175421,"CA","18060013","Santa Barbara Coastal","Y"
"06000000249",3611373,"CA","18040008","Upper Merced",""
"06000000255",3611379,"CA","16050302","West Walker",""
"06000000276",3611400,"CA","18010209","Lower Klamath",""
"06006011001",1175864,"CA","18090101","Mono Lake","Y"
"06000000293",3612211,"CA","18040003","San Joaquin Delta","Y"
"06000000243",3611367,"CA","18090201","Eureka-Saline Valleys",""
"06000000250",3611374,"CA","18050005","Tomales-Drake Bays",""
"06000000265",3611389,"CA","18100100","Southern Mojave",""
"06000000271",3611395,"CA","18060010","Santa Ynez",""
"06000000271",3611395,"CA","18060009","San Antonio",""
"06000000275",3611399,"CA","18020123","Middle Fork Feather",""
"06005360001",1238827,"CA","18030007","Upper Kaweah","Y"
"06000000298",3612631,"CA","18020157","Big Chico Creek-Sacramento River",""
"06000000298",3612631,"CA","18050005","Tomales-Drake Bays",""
"06000000298",3612631,"CA","18070106","San Gabriel",""
"06000000298",3612631,"CA","18050003","Coyote",""
"06000000298",3612631,"CA","18020005","Sacramento Headwaters",""
"06000000298",3612631,"CA","18020128","North Fork American",""
"06000000298",3612631,"CA","18040010","Upper Stanislaus",""
"06000000298",3612631,"CA","18020116","Upper Cache",""
"06000000298",3612631,"CA","16060015","Ivanpah-Pahrump Valleys",""
"06000000298",3612631,"CA","17100312","Chetco",""
"06000000298",3612631,"CA","18070102","Santa Clara",""
"06000000298",3612631,"CA","18070301","Aliso-San Onofre",""
"06000000298",3612631,"CA","16040203","Smoke Creek Desert",""
"06000000298",3612631,"CA","18030012","Tulare-Buena Vista Lakes",""
"06000000298",3612631,"CA","18090103","Owens Lake",""
"06000000298",3612631,"CA","18030006","Upper Tule",""
"06000000297",3612630,"CA","18040006","Upper San Joaquin",""
"06000000297",3612630,"CA","18040011","Upper Calaveras",""
"06000000297",3612630,"CA","18010106","South Fork Eel",""
"06000000297",3612630,"CA","18020121","North Fork Feather",""
"06000000297",3612630,"CA","18030009","Upper Dry",""
"06000000297",3612630,"CA","18100100","Southern Mojave",""
"06000000297",3612630,"CA","18030007","Upper Kaweah",""
"06000000297",3612630,"CA","18060009","San Antonio",""
"06000000297",3612630,"CA","16060010","Fish Lake-Soda Spring Valleys",""
"06000000297",3612630,"CA","16050102","Truckee",""
"06000000297",3612630,"CA","18020151","Clear Creek-Sacramento River",""
"06000000297",3612630,"CA","18020158","Butte Creek",""
"06000000314",3613153,"CA","18040002","Middle San Joaquin-Lower Merced- Lower Stanislaus","Y"
"06021010005",2902596,"CA","18010102","Mad-Redwood","Y"
"06005551001",1175825,"CA","18020129","South Fork American","Y"
"06003027001",1175394,"CA","18060005","Salinas","Y"
"06029046001",415588,"CA","18070304","San Diego","Y"
"06008010004",3486590,"CA","18070203","Santa Ana","Y"
"06004009002",1175478,"CA","18070203","Santa Ana","Y"
"06006004001",1175857,"CA","16050101","Lake Tahoe","Y"
"06012001032",2856163,"CA","18050002","San Pablo Bay","Y"
"06000000233",3611357,"CA","18020123","Middle Fork Feather",""
"06000000241",3611365,"CA","18010211","Trinity",""
"06000000241",3611365,"CA","18010212","South Fork Trinity",""
"06000000252",3611376,"CA","18010105","Lower Eel",""
"06000000252",3611376,"CA","18010108","Big-Navarro-Garcia",""
"06000000270",3611394,"CA","18050003","Coyote",""
"06000000242",3611366,"CA","18100204","Salton Sea","Y"
"06000000266",3611390,"CA","18070304","San Diego","Y"
"06000000266",3611390,"CA","18070301","Aliso-San Onofre",""
"06000000266",3611390,"CA","18100202","Carrizo Creek",""
"06002113001",1175351,"CA","18050003","Coyote","Y"
"06000000299",3612632,"CA","18060014","Santa Barbara Channel Islands",""
"06000000299",3612632,"CA","18010108","Big-Navarro-Garcia",""
"06000000299",3612632,"CA","18040002","Middle San Joaquin-Lower Merced- Lower Stanislaus",""
"06000000299",3612632,"CA","18100203","San Felipe Creek",""
"06000000299",3612632,"CA","18080003","Honey-Eagle Lakes",""
"06000000299",3612632,"CA","18080002","Madeline Plains",""
"06000000299",3612632,"CA","18030009","Upper Dry",""
"06000000299",3612632,"CA","18020125","Upper Yuba",""
"06000000299",3612632,"CA","18090201","Eureka-Saline Valleys",""
"06000000299",3612632,"CA","17100309","Applegate",""
"06000000299",3612632,"CA","18060001","San Lorenzo-Soquel",""
"06000000299",3612632,"CA","18070302","Santa Margarita",""
"06000000299",3612632,"CA","18020122","East Branch North Fork Feather",""
"06000000299",3612632,"CA","18020154","Battle Creek-Sacramento River",""
"06000000299",3612632,"CA","18030012","Tulare-Buena Vista Lakes",""
"06000000299",3612632,"CA","18030003","Middle Kern-Upper Tehachapi-Grapevine",""
"06000000299",3612632,"CA","18020001","Goose Lake",""
"06000000299",3612632,"CA","18030006","Upper Tule",""
"06001040001",1175205,"CA","18010104","Middle Fork Eel","Y"
"06000000307",3612790,"CA","18070203","Santa Ana","Y"
"06000000262",3611386,"CA","18070203","Santa Ana","Y"
"06000000262",3611386,"CA","18100100","Southern Mojave",""
"06000000268",3611392,"CA","18040003","San Joaquin Delta","Y"
"06000000175",3609168,"CA","18030006","Upper Tule","Y"
"06000000178",3609216,"CA","18070304","San Diego","Y"
"06000000126",3608299,"CA","18070106","San Gabriel","Y"
"06000000098",3607877,"CA","18040003","San Joaquin Delta","Y"
"06000000168",3609128,"CA","18070105","Los Angeles","Y"
"06000000161",3609019,"CA","18070106","San Gabriel","Y"
"06000000227",3610913,"CA","18070204","Newport Bay","Y"
"06000000214",3610513,"CA","18040002","Middle San Joaquin-Lower Merced- Lower Stanislaus","Y"
"06007002001",1175909,"CA","18100204","Salton Sea","Y"
"06002108001",1175347,"CA","18050002","San Pablo Bay","Y"
"06005098002",3479031,"CA","18020154","Battle Creek-Sacramento River","Y"
"06005000002",3514618,"CA","18020111","Lower American","Y"
"06005026001",1175548,"CA","18040001","Middle San Joaquin-Lower Chowchilal","Y"
"06005105001",1175637,"CA","18040003","San Joaquin Delta","Y"
"06005107001",1175639,"CA","18040002","Middle San Joaquin-Lower Merced- Lower Stanislaus","Y"
"06002092001",1175344,"CA","18050005","Tomales-Drake Bays","Y"
"06004009005",1175481,"CA","18070106","San Gabriel","Y"
"06002043001",1175301,"CA","18050004","San Francisco Bay","Y"
"06009075001",1176094,"CA","18070301","Aliso-San Onofre","Y"
"06005184001",1175693,"CA","18020163","Cache Slough-Sacramento River","Y"
"06008041002",1175996,"CA","18070202","San Jacinto","Y"
"06008020001",1175973,"CA","18070203","Santa Ana","Y"
