REGION,FACILITY ID,FACILITY NAME,PLACE TYPE,PLACE SUBTYPE,FACILITY TYPE,CAL WATERSHED NAME,WBD WATERSHED NAME,AGENCY NAME,AGENCY TYPE,# OF AGENCIES,PLACE ADDRESS,PLACE CITY,PLACE ZIP,PLACE COUNTY,LATITUDE DECIMAL DEGREES,LONGITUDE DECIMAL DEGREES,SIC CODE 1,SIC DESC 1,SIC CODE 2,SIC DESC 2,SIC CODE 3,SIC DESC 3,NAICS CODE 1,NAICS DESC 1,NAICS CODE 2,NAICS DESC 2,NAICS CODE 3,NAICS DESC 3,DESIGN FLOW,THREAT TO WATER QUALITY,COMPLEXITY,PRETREATMENT,FACILITY WASTE TYPE,FACILITY WASTE TYPE 2,FACILITY WASTE TYPE 3,FACILITY WASTE TYPE 4,PROGRAM,PROGRAM CATEGORY,# OF PROGRAMS,WDID,REG MEASURE ID,REG MEASURE TYPE,REG MEASURE TITLE,REG MEASURE DESCRIPTION,ORDER #,NPDES # CA#,MAJOR-MINOR,NPDES TYPE,STATUS,STATUS DATE,EFFECTIVE DATE,EXPIRATION/REVIEW DATE,TERMINATION DATE,ALL ELECTRONIC DATE,ADOPTION DATE,WDR REVIEW - AMEND,WDR REVIEW - REVISE/RENEW,WDR REVIEW - RESCIND,WDR REVIEW - NO ACTION REQUIRED,WDR REVIEW - PENDING,WDR REVIEW - PLANNED,STATUS ENROLLEE,INDIVIDUAL/GENERAL,FEE CODE,# OF STAFF ASSIGNED,# OF AMENDMENTS,MOST RECENT AMENDMENT NUMBER,MOST RECENT AMENDMENT DATE,RESCISSION NUMBER,RESCISSION DATE,# OF REG MEASURES,BASELINE FLOW,POPULATION (MS4)/ACRES,RECLAMATION,301H,DREDGE FILL FEE,APPLICATION FEE AMT RECEIVED,APPROVED_CNTY_REG_PROG,CAFO SUBTYPE,CAFO TYPE,CATALOGING UNIT,ONSITE,CAFO POPULATION,RCRA FLAG,RANK 1 VIOLATIONS,RANK 2 VIOLATIONS,RANK 3 VIOLATIONS,UNCLASSIFIED VIOLATIONS,ATOX VIOLATIONS #,BMP VIOLATIONS #,BASIN PLAN PROHIBITION  VIOLATIONS #,CAT1 VIOLATIONS #,CAT2 VIOLATIONS #,CTOX VIOLATIONS #,DEFICIENT MONITORING VIOLATIONS #,DEFICIENT REPORT VIOLATIONS #,ENFORCEMENT ACTION VIOLATIONS #,FEES VIOLATIONS #,GROUNDWATER VIOLATIONS #,HYDRO MODIFICATION VIOLATIONS #,LATE REPORT VIOLATIONS #,OEV VIOLATIONS #,OTHER CODES VIOLATIONS #,PERMIT CONDITION VIOLATIONS #,PRETREATMENT VIOLATIONS #,REPORTING FAILURE TO NOTIFY VIOLATIONS #,SSO VIOLATIONS #,SURFACE WATER VIOLATIONS #,SWPPP VIOLATIONS #,UNAUTHORIZED DISCHARGE VIOLATIONS #,PRIORITY VIOLATIONS,MMP EXEMPT VIOLATIONS,EFFLUENT MMP SERIOUS,REPORTING MMP SERIOUS,CHRONIC MMP,MMP WITH REQ ENFORCEMENT,MMP W/O ENF,TOTAL MMP VIOLATIONS #,# of total violations in previous quarter,# of total violations in -2 quarter,# of total violations in -3 quarter,# of total violations in -4 quarter,# of total violations in -5 quarter,# of total violations in -6 quarter,# of total violations in FY1011,# of total violations in FY0910,# of total violations in FY0809,# of total violations in FY0708,# of total violations in FY0607,# of total violations in FY0506,# of total violations in FY0405,TOTAL # of VIOLATIONS,# of Performed Type A Inspections,# of Performed B Type Inspections,# of Performed Other Inspections,TOTAL # OF INSPECTIONS,DATE OF MOST RECENT COMPLETED INSPECTION,# of SMRs Due,# of SMRs Received,# of SMRs Reviewed,DATE OF MOST RECENT RECEIVED REPORT,# of Final (A+H) 13267,# of Final (A+H) 13308,# of Final (A+H) ACL,# of Final (A+H) CDO,# of Final (A+H) CAO,# of Final (A+H) Expedited Payment Letters,# of Final (A+H) Referrals to Attorney General,# of Final (A+H) Notices of Stormwater Noncompliance,# of Final (A+H) Notices of Violation,# of Final (A+H) Notices to Comply,# of Final (A+H) Oral Communications,# of Final (A+H) Referrals to Other Agency,# of Final (A+H) Referrals to Task Force,# of Final (A+H) Referrals to USEPA,# of Final (A+H) Settlement Court Orders,# of Final (A+H) Staff Enforcement Letter,# of Final (A+H) Stipulated Penalties,# of Final (A+H) Third Party Actions,# of Final (A+H) Time Schedule Orders,# of Final (A+H) Unknown,# of Final (A+H) Waste Discharge Requirements,Total # of Final (A+H) Enforcement Actions,MOST RECENT EFFECTIVE DATE OF ENF ACTION (A+H)
5,214671,City of Wheatland WWTP,Utility,Wastewater Treatment Facility,Municipal/Domestic,Sacramento River > Marysville > Lower Bear River > undefined (  5515.100000),California Region > Sacramento > Lower Sacramento > Upper Bear > Dry Creek > Grasshopper Slough-Dry Creek ( 180201260403),Wheatland City,City Agency,1,800  Malone Avenue,Wheatland,95692,Yuba,39.00703,-121.42321,4952,Sewerage Systems,,,,,22132,Sewage Treatment Facilities,,,,,0.62,2,B,N - POTW does not have EPA approved pretreatment prog.,Domestic wastewater,,,,WDRMUNILRG,WDR,1,5A580103001,141085,WDR,"WDR 91-069 for Wheatland City, City of Wheatland WWTP",,91-069,,,,Active,2014-10-13 00:00:00,1991-02-22 00:00:00,02/19/2001,,,02/22/1991,,,,,,,N,I,58 - Non15 Based on (TTWQ)/CPLX),1,0,,,,,1,,,1 - Producer,,,,,,,,,,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2,13,2022-04-07 00:00:00,,205,95,12/18/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,214777,Clayton Palms Community,Residence/Education,Mobile Home Park,Municipal/Domestic,San Joaquin > North Diablo Range > undefined > undefined (  6543.000203),California Region > San Joaquin > San Joaquin > San Joaquin Delta > Marsh Creek > Upper Marsh Creek ( 180400030701),Clayton Palms Community LP,Privately-Owned Business,1,16711  March Creek,Clayton,94517,Contra Costa,37.893513,-121.794184,6515,Operators of Residential Mobile Home Sites,,,,,53119,Lessors of Other Real Estate Property(pt),,,,,0.057,2,B,N - POTW does not have EPA approved pretreatment prog.,Domestic wastewater,,,,WDRMUNIOTH,WDR,1,5B071017001,312361,WDR,"WDR R5-2005-0160 for Clayton Palms Community LP, Clayton Palms Community",,R5-2005-0160,,,,Active,2016-05-03 00:00:00,2005-10-21 00:00:00,10/21/2015,,,10/21/2005,,,,,,,N,I,58 - Non15 Based on (TTWQ)/CPLX),1,1,R5-2016-0037B,04/21/2016,,,1,,,N - No,,,,,,,,,,N,0,0,0,22,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,2,0,2,2019-08-14 00:00:00,,265,97,11/30/2023,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-11-06 00:00:00
5,214795,Clear Creek Mobile Estates,Residence/Education,Mobile Home Park,Municipal/Domestic,Sacramento River > Shasta Bally > Clear Creek > Middle Clear (  5524.630103),California Region > Sacramento > Lower Sacramento > Cow Creek > Clear Creek > French Gulch-Clear Creek ( 180201510104),Clear Creek Estates LLC,Privately-Owned Business,1,13905  Trinity Mountain Road,French Gulch,96033,Shasta,40.679041,-122.635524,6515,Operators of Residential Mobile Home Sites,4952,Sewerage Systems,4959,"Sanitary Services, NEC",,,,,,,0.021,3,C,X - Facility is not a POTW,Domestic wastewater,,,,WDRMUNIOTH,WDR,1,5A451002001,407026,Enrollee - WDR,Enrollee - WDR R5-2014-0153-DWQ-R5202 for Clear Creek Mobile Home Park,,2014-0153-DWQ,,,,Active,2023-10-17 00:00:00,2016-06-21 00:00:00,07/21/2031,,,,,,,,,,N,I,58 - Non15 Based on (TTWQ)/CPLX),1,0,,,,,4,0.002,,N - No,,,,,,,,,,N,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,5,2,7,2023-03-21 00:00:00,,20,20,07/11/2022,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2008-12-16 00:00:00
5,214812,Clearlake Oaks Co WTR Dis WWTP,Utility,Wastewater Treatment Facility,Municipal/Domestic,Sacramento River > Cache Creek > Upper Cache Creek > Lucerne (  5513.530002),California Region > Sacramento > Lower Sacramento > Upper Cache > Kelsey Creek-Clear Lake > Schindler Creek-Frontal Clear Lake ( 180201160308),Clearlake Oaks Cnty Water Dist,Special District,1,13705  Jensen Road,Clearlake Oaks,95423,Lake,39.01385,-122.65399,4952,Sewerage Systems,,,,,22132,Sewage Treatment Facilities,,,,,2.1,2,B,N - POTW does not have EPA approved pretreatment prog.,Domestic wastewater,,,,WDRMUNILRG,WDR,1,5A170100002,147062,WDR,"WDR 98-211 for Clearlake Oaks Co Water Dist, Clearlake Oaks Co WTR Dis WWTP",,98-211,,,,Active,2014-04-02 00:00:00,1998-10-23 00:00:00,10/20/2008,,,10/23/1998,,,,,,,N,I,58 - Non15 Based on (TTWQ)/CPLX),1,0,,,,,1,,,N - No,,,,,,,,,,N,0,25,0,7,0,0,0,1,0,0,5,15,0,0,0,0,0,0,0,7,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,5,3,9,2021-10-20 00:00:00,,294,126,12/21/2023,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,4,2022-03-10 00:00:00
5,214957,Coalinga State Hospital WWTF,Utility,Wastewater Treatment Facility,Municipal/Domestic,Tulare Lake > South Valley Floor > Kettleman > undefined (  7558.500106),California Region > Tulare-Buena Vista Lakes > Tulare-Buena Vista Lakes > Tulare Lake Bed > Los Gatos Creek > Lower Los Gatos Creek ( 180300120606),Ca Dept of Mental Health,State Agency,1,West Jayne Avenue,Coalinga,93210,Fresno,36.13729,-120.23248,8063,Psychiatric Hospitals,9223,Correctional Institutions,,,,,,,,,0.4,2,B,N - POTW does not have EPA approved pretreatment prog.,Domestic wastewater,,,,WDRMUNILRG,WDR,1,5C10NC00045,153133,WDR,WDR R5-2013-0055 for CA DEPT OF MENTAL HEALTH,RWD for discharge of undisinfected secondary treated domestic wastewater to area that doubles as regional storm water retention basin that can discharge to tributary of a water of the U.S.,R5-2013-0055,,,,Active,2013-05-31 00:00:00,2013-05-31 00:00:00,05/31/2023,,,05/31/2013,,,,,,,N,I,58 - Non15 Based on (TTWQ)/CPLX),,0,,,,,4,0,,N - No,,,8769,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2013-03-13 00:00:00,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,273107,Coalinga WWTF,Utility,Wastewater Treatment Facility,Municipal/Domestic,Tulare Lake > South Valley Floor > Kettleman > undefined (  7558.500106),California Region > Tulare-Buena Vista Lakes > Tulare-Buena Vista Lakes > Tulare Lake Bed > Los Gatos Creek > Lower Los Gatos Creek ( 180300120606),Coalinga City,City Agency,1,"South of Los Gatos Creek, 1000 Feet East of Wartham Creek",,,Fresno,36.14357,-120.338,4952,Sewerage Systems,,,,,,,,,,,0.93,2,B,N - POTW does not have EPA approved pretreatment prog.,Domestic wastewater,,,,WDRMUNILRG,WDR,1,5D100101001,145874,WDR,WDR 94-184 for Coalinga WWTF,,94-184,,,,Active,2010-09-07 00:00:00,1994-06-24 00:00:00,06/21/2004,,,06/24/1994,,,,,,,N,I,58 - Non15 Based on (TTWQ)/CPLX),1,0,,,,,3,0.6,,2 - Producer-User,,,,,,,,,,N,0,4,60,27,0,0,0,90,0,0,25,34,0,0,0,0,7,235,0,25,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,0,8,416,3,5,0,8,2016-09-15 00:00:00,,13,5,09/22/2014,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,4,2008-02-21 00:00:00
5,215086,Cold Springs Mobile Manor,Residence/Education,Mobile Home Park,Municipal/Domestic,Sacramento River > American River > South Fork American > Weber  Creek (  5514.310202),California Region > Sacramento > Lower Sacramento > South Fork American > Weber Creek > Indian Creek-Weber Creek ( 180201290603),Cold Springs Mobile Manor,Privately-Owned Business,1,1525  Cold Springs,Placerville,95667,El Dorado,38.74617,-120.871179,6515,Operators of Residential Mobile Home Sites,,,,,53119,Lessors of Other Real Estate Property(pt),,,,,0.016,3,B,N - POTW does not have EPA approved pretreatment prog.,Domestic wastewater,,,,WDRMUNIOTH,WDR,1,5A091006001,139957,WDR,WDR 87-214 for Cold Springs Mobile Manor - Cold Springs Mobile Manor,,87-214,,,,Active,2020-03-02 00:00:00,1987-12-11 00:00:00,12/07/2002,,,12/11/1987,,,,,,,N,I,58 - Non15 Based on (TTWQ)/CPLX),1,1,R5-2020-0013c,02/20/2020,,,1,0,,N - No,,,,,,,,,,N,0,0,9,9,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,12,7,19,2023-05-24 00:00:00,,215,94,11/27/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,841495,Colony Oak K-8 School,Residence/Education,Educational Facilities,Municipal/Domestic,San Joaquin > San Joaquin Valley Floor > Manteca > undefined (  6535.100000),California Region > San Joaquin > San Joaquin > San Joaquin Delta > Lone Tree Creek-San Joaquin River > Oakwood Lake-San Joaquin River ( 180400030204),Ripon Unified School District,Special District,1,22241  Murphy Road,Ripon,95366,San Joaquin,37.75535,-121.10632,4952,Sewerage Systems,,,,,22132,Sewage Treatment Facilities,,,,,0.0141,3,C,X - Facility is not a POTW,Domestic wastewater,,,,WDRMUNIENROTH,WDR,1,5B39NC00238,417035,Enrollee - WDR,Enrollee under Gen WDR 2014-0153-DWQ-R5251 for Ripon Unified School District - Colony Oak K-8 School,,2014-0153-DWQ,,,,Active,2018-02-21 00:00:00,2018-01-30 00:00:00,09/23/2029,,,,,,,,,,N,I,58 - Non15 Based on (TTWQ)/CPLX),1,0,,,,,1,,,,,,1044,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,215698,Corcoran State Prison WWTF,Utility,Wastewater Treatment Facility,Municipal/Domestic,Tulare Lake > South Valley Floor > Lake Sump > undefined (  7558.300000),California Region > Tulare-Buena Vista Lakes > Tulare-Buena Vista Lakes > Upper Kaweah > Middle Branch Cross Creek > East Branch Cross Creek-Middle Branch Cross Creek ( 180300071403),Ca Dept of Corrections Corcoran,State Agency,1,4001  King Avenue,Corcoran,93212,Kings,36.06023,-119.55285,4952,Sewerage Systems,9223,Correctional Institutions,,,,,,,,,2.7,2,B,N - POTW does not have EPA approved pretreatment prog.,Domestic wastewater,,,,WDRMUNILRG,WDR,1,5D160801001,405851,WDR,WDR R5-2016-0027 for Ca Dept of Corrections Corcoran,,R5-2016-0027,,,,Active,2016-04-25 00:00:00,2016-04-21 00:00:00,04/21/2026,,,04/21/2016,,,,,,,N,I,58 - Non15 Based on (TTWQ)/CPLX),1,0,,,,,3,2.7,,N - No,,,,,,,,,,N,0,0,38,30,0,0,0,48,0,0,0,16,0,0,0,0,9,109,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,3,6,4,8,0,0,0,15,195,2,8,3,13,2022-07-14 00:00:00,,,,,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,1,0,0,0,0,0,8,2021-01-15 00:00:00
5,273108,Corcoran WWTF,Utility,Wastewater Treatment Facility,Municipal/Domestic,Tulare Lake > South Valley Floor > Lake Sump > undefined (  7558.300000),California Region > Tulare-Buena Vista Lakes > Tulare-Buena Vista Lakes > Upper Kaweah > Middle Branch Cross Creek > East Branch Cross Creek-Middle Branch Cross Creek ( 180300071403),Corcoran City,City Agency,1,895  Pueblo  Avenue,Corcoran,93212,Kings,36.079556,-119.557722,4952,Sewerage Systems,,,,,,,,,,,1.75,2,B,N - POTW does not have EPA approved pretreatment prog.,,,,,WDRMUNILRG,WDR,1,5D160102001,443393,WDR,WDR R5-2021-0025 for Corcoran City,WDR R5-2021-0025,R5-2021-0025,,,,Active,2021-05-21 00:00:00,2021-04-22 00:00:00,04/22/2031,,,04/22/2021,,,,,,,N,I,58 - Non15 Based on (TTWQ)/CPLX),1,0,,,,,3,,,,,,,,,,,,,N,0,0,186,315,0,0,0,454,0,0,8,70,0,0,0,0,62,36,0,144,0,0,0,0,0,0,24,0,0,0,0,0,0,0,10,6,8,8,6,13,27,35,37,33,23,20,8,774,1,10,1,12,2017-09-14 00:00:00,,,,,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,3,0,0,0,0,0,11,2011-06-08 00:00:00
5,741102,Cosumnes River Elementary School,Residence/Education,Educational Facilities,Municipal/Domestic,San Joaquin > North Valley Floor > Lower Cosumnes-Dry > Herald (  6531.110000),California Region > San Joaquin > San Joaquin > Upper Cosumnes > Deer Creek > Lower Deer Creek ( 180400130503),Elk Grove Unified School District,Special District,1,13580  Jackson Road,Sloughhouse,95683,Sacramento,38.49412,-121.15796,8211,Elementary and Secondary Schools,,,,,61111,Elementary and Secondary Schools,,,,,0.008,3,B,X - Facility is not a POTW,Domestic wastewater,,,,WDRMUNIENROTH,WDR,1,5A34NC00042,368598,Enrollee - WDR,"Enrollee 97-10-DWQ R5065 for Elk Grove USD, Cosumnes River Elementary School",,97-010-DWQ,,,,Active,2015-06-04 00:00:00,2010-10-14 00:00:00,10/13/2015,,,,,,,,,,N,I,58 - Non15 Based on (TTWQ)/CPLX),1,0,,,,,1,,,2 - Producer-User,,,1380,,,,,,,,0,18,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,2,0,2,2021-11-17 00:00:00,,161,30,12/12/2023,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2014-06-03 00:00:00
5,215910,Coulterville WWTF,Utility,Wastewater Treatment Facility,Municipal/Domestic,San Joaquin > Merced River > Buckhorn Peak > Coulterville (  6537.210101),California Region > San Joaquin > San Joaquin > Upper Merced > Maxwell Creek-Merced River > Maxwell Creek ( 180400080602),Mariposa Cnty DPW,County Agency,1,10113  Old Highway 49,Coulterville,95311,Mariposa,37.69202,-120.19462,6552,"Land Subdividers and Developers, Except Cemeteries",,,,,,,,,,,0.02,2,C,N - POTW does not have EPA approved pretreatment prog.,Domestic wastewater,,,,WDRMUNIOTH,WDR,1,5C220101001,453490,Enrollee - WDR,Enrollee - WDR under General Order 2014-0153-DWQ-R5388 Small Domestic Wastewater Systems for Mariposa Cnty DPW,,2014-0153-DWQ,,,,Active,2023-07-14 00:00:00,2023-03-16 00:00:00,09/23/2029,,,,,,,,,,N,I,19 - Non Billable by Administrative Determination,1,0,,,,,4,,,,,,,,,,,,,N,0,5,156,6,0,0,0,0,0,0,66,113,0,0,0,0,15,27,0,27,0,0,1,0,0,1,1,0,0,0,0,0,0,0,7,7,7,6,0,0,27,13,0,1,0,0,5,250,1,10,0,11,2017-04-25 00:00:00,,,,,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,6,2022-04-06 00:00:00
5,744627,Creekside RV Park,Residence/Education,Mobile Home Park,,Tulare Lake > South Valley Floor > Arvin-Weeler Ridge > undefined (  7557.300000),California Region > Tulare-Buena Vista Lakes > Tulare-Buena Vista Lakes > Middle Kern-Upper Tehachapi-Grapevine > Tecuya Creek-Frontal Kern Lake Bed > Tecuya Creek ( 180300031103),Hageman Properties LLC,Privately-Owned Business,1,4949  Dennis McCarthy Drive,Bakersfield,93307,Kern,35.00592,-118.9524,7033,Recreational Vehicle Parks and Campsites,,,,,,,,,,,,3,C,,Domestic wastewater,,,,WDRMUNIENROTH,WDR,1,5C15NC00107,446965,Enrollee - WDR,Enrollee - WDR under 2014-0153-DWQ-R5376 General Order for Small Domestic Wastewater Systems for Hageman Properties LLC,,2014-0153-DWQ,,,,Active,2022-06-16 00:00:00,2022-03-09 00:00:00,09/23/2029,,,,,,,,,,N,I,58 - Non15 Based on (TTWQ)/CPLX),1,0,,,,,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,216087,Creekside Subdivision,Utility,Wastewater Treatment Facility,Municipal/Domestic,Sacramento River > Feather River > North Fork Feather > Mount Harkness (  5518.440701),California Region > Sacramento > Lower Sacramento > North Fork Feather > Upper North Fork Feather River > Almanor Peninsula-Frontal Lake Almanor ( 180201210405),Hamilton Branch CSD,Privately-Owned Business,1,7285  Hwy 147,Lake Almanor,96137,Plumas,40.26393,-121.08597,4959,"Sanitary Services, NEC",,,,,,,,,,,0.003,3,C,,Domestic wastewater,,,,WDRMUNIOTH,WDR,1,5A321020001,410773,Enrollee - WDR,Enrollee - WDR R5-2014-0153-DWQ-R5213 for Creekside Subdivision,,2014-0153-DWQ,,,,Active,2016-12-12 00:00:00,2016-12-06 00:00:00,12/01/2031,,,,,,,,,,N,I,58 - Non15 Based on (TTWQ)/CPLX),1,0,,,,,2,,,,,,,,,,,,,N,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,6,2016-09-06 00:00:00,,2,2,08/09/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,251660,Creekside Village,Utility,Wastewater Treatment Facility,Municipal/Domestic,Sacramento River > Tehama > Red Bluff > undefined (  5504.200002),California Region > Sacramento > Lower Sacramento > Big Chico Creek-Sacramento River > Mud Creek > Kusal Slough-Mud Creek ( 180201570604),Creekside Village TIC,Privately-Owned Business,1,3549  Esplanade,Chico,95973,Butte,39.78034,-121.88911,6512,Operators of Nonresidential Buildings,,,,,,,,,,,0.049,2,C,X - Facility is not a POTW,Domestic wastewater,,,,WDRMUNIOTH,WDR,1,5A041025001,133904,WDR,WDR 96-132 for Creekside Village TIC,,96-132,,,,Active,1996-05-03 00:00:00,1996-05-03 00:00:00,04/30/2006,,,05/03/1996,,,,,,,N,I,58 - Non15 Based on (TTWQ)/CPLX),1,0,,,,,2,0,,N - No,,,,,,,,,,N,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,4,0,4,2017-08-25 00:00:00,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,2008-08-20 00:00:00
5,216157,Crocker Mountain Estates STP,Utility,Wastewater Treatment Facility,Municipal/Domestic,Sacramento River > Feather River > Middle Fork Feather > Sloat (  5518.330104),California Region > Sacramento > Lower Sacramento > Middle Fork Feather > Upper Middle Fork Feather River > Big Grizzly Creek ( 180201230401),Grizzly Lake CSD,Special District,1,Grizzly Road,Portola,96122,Plumas,39.86131,-120.44089,4952,Sewerage Systems,,,,,,,,,,,0.0075,3,C,,Domestic wastewater,,,,WDRMUNIOTH,WDR,1,5A321001001,402306,Enrollee - WDR,Enrollee - WDR R5-2014-0153-DWQ-R5181 for Crocker Mountain Estates STP,,2014-0153-DWQ,,,,Active,2015-12-30 00:00:00,2015-06-14 00:00:00,08/01/2031,,,,,,,,,,N,I,58 - Non15 Based on (TTWQ)/CPLX),1,0,,,,,3,,,,,,0,,,,,,,N,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,8,3,11,2022-10-20 00:00:00,,19,19,01/17/2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,3,2009-08-06 00:00:00
5,218967,D-Q University WWTF,Residence/Education,Educational Facilities,Municipal/Domestic,Sacramento River > Valley Putah-Cache > Lower Putah Creek > undefined (  5511.200000),California Region > Sacramento > Lower Sacramento > Lower Sacramento > Willow Slough > Chickahominy Slough-Dry Slough ( 180201630202),D-Q University,Privately-Owned Business,1,33250  County Rd 31,Davis,95616,Yolo,38.56143,-121.898,8221,"Colleges, Universities, and Professional Schools",,,,,61131,"Colleges, Universities, and Professional Schools",,,,,0.02,3,B,N - POTW does not have EPA approved pretreatment prog.,Domestic wastewater,,,,WDRMUNIOWTS,WDR,1,5A571009001,146223,WDR,WDR 96-128 for D-Q University WWTF,,96-128,,,,Active,2016-09-14 00:00:00,1996-05-03 00:00:00,04/30/2011,,,05/03/1996,,,,,,,N,I,58 - Non15 Based on (TTWQ)/CPLX),1,0,,,,,1,0,,N - No,,,,,,,,,,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2001-08-13 00:00:00,,53,91,08/05/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,219219,Davis Migrant Center WWTF,Utility,Wastewater Treatment Facility,Municipal/Domestic,Sacramento River > Valley Putah-Cache > Lower Putah Creek > undefined (  5511.200000),California Region > Sacramento > Lower Sacramento > Lower Sacramento > Knights Landing Ridge Cut-Tule Canal > Tule Canal-Toe Drain ( 180201630302),Yolo Cnty Housing Authority,County Agency,1,31150  County Road 105,Davis,95618,Yolo,38.57392,-121.67519,4952,Sewerage Systems,,,,,22132,Sewage Treatment Facilities,,,,,0.034,3,C,X - Facility is not a POTW,Domestic wastewater,,,,WDRMUNILRG,WDR,1,5A570112001,449679,WDR,WDR 2014-0153-DWQ for Yolo Cnty Housing Authority,,2014-0153-DWQ,,,,Active,2023-02-14 00:00:00,2022-10-25 00:00:00,10/25/2037,,,10/25/2022,,,,,,,N,I,58 - Non15 Based on (TTWQ)/CPLX),1,0,,,,,2,,,N - No,,,,,,,,,,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,2022-09-21 00:00:00,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
